index,name,sex
12668,Lisle,M
12674,Mathis,M
12677,Mauricio,M
12683,Nestor,M
12685,Ng,M
12691,Olden,M
12695,Onnie,M
12698,Orlie,M
12703,Perle,M
12704,Radford,M
12706,Refugio,M
12711,Rolley,M
12712,Rosendo,M
12720,Sip,M
12721,Sloan,M
12724,Terrell,M
12731,Voyle,M
12732,Wallie,M
13491,Manuelita,F
13533,Ima,F
13583,Clytie,F
13596,Hertha,F
13610,Melanie,F
13611,Metha,F
13620,Sigrid,F
13638,Amelie,F
13644,Berniece,F
13645,Betha,F
13666,Florie,F
13673,Hilah,F
13674,Isla,F
13686,Lethia,F
13687,Lexie,F
13691,Louisiana,F
13717,Rubye,F
13727,Zelpha,F
13731,Alwilda,F
13734,Angele,F
13742,Cattie,F
13745,Clemence,F
13746,Crissie,F
13747,Daphne,F
13749,Eloisa,F
13750,Emogene,F
13758,Georgetta,F
13767,Ingeborg,F
13778,Lear,F
13780,Levie,F
13783,Lilliam,F
13784,Lisa,F
13787,Lorinda,F
13788,Lu,F
13791,Lummie,F
13792,Malena,F
13794,Maranda,F
13797,Marina,F
13810,Olla,F
13814,Pelagia,F
13827,Sylva,F
13830,Texana,F
13835,Tisha,F
13837,Tresa,F
13839,Wilhemina,F
13841,Yvonne,F
13846,Almyra,F
13848,Amey,F
13849,Amma,F
13867,Carmelite,F
13868,Chaney,F
13869,Chattie,F
13872,Cindy,F
13877,Corina,F
13882,Dola,F
13890,Elida,F
13895,Enna,F
13896,Eppie,F
13905,Everlena,F
13912,Gaynell,F
13913,Genia,F
13919,Gustie,F
13929,Kathrina,F
13930,Lalia,F
13931,Laure,F
13942,Lousia,F
13944,Lulah,F
13945,Luz,F
13950,Mamye,F
13953,Marianne,F
13954,Marybelle,F
13955,Massie,F
13956,Medie,F
13962,Mrytle,F
13963,Murtie,F
13964,Nanny,F
13965,Nattie,F
13971,Noma,F
13973,Olivette,F
13979,Ottillie,F
13981,Peggie,F
13988,Quinnie,F
13996,Sinnie,F
14000,Theckla,F
14003,Theressa,F
14004,Thula,F
14007,Tonie,F
14009,Trannie,F
14010,Trella,F
14011,Treva,F
14014,Versa,F
14016,Violette,F
14018,Zelphia,F
14662,Terrence,M
14669,Bartley,M
14705,Shedrick,M
14823,Ignacio,M
14832,Merl,M
14835,Nehemiah,M
14849,Reno,M
14851,Rueben,M
14855,Sylvan,M
14858,Virgle,M
14875,Charls,M
14877,Cole,M
14893,Elby,M
14902,Ferman,M
14905,Florian,M
14907,Fuller,M
14911,Gorden,M
14913,Ham,M
14921,Joaquin,M
14927,Lacey,M
14931,Lilburn,M
14937,Lovell,M
14938,Lovett,M
14941,Malvin,M
14956,Pratt,M
14958,Reid,M
14965,Ruffin,M
14972,Tomie,M
14977,Acey,M
14982,Alger,M
14983,Algernon,M
14988,Amasa,M
14989,Amil,M
14994,Barrett,M
15001,Britt,M
15005,Burns,M
15006,Calhoun,M
15010,Christy,M
15012,Cletus,M
15013,Colbert,M
15015,Courtland,M
15026,Elgin,M
15034,Eston,M
15035,Everet,M
15038,Gerard,M
15041,Grafton,M
15043,Harlin,M
15048,Hosey,M
15056,Laban,M
15059,Larence,M
15068,Lofton,M
15069,London,M
15076,Meddie,M
15083,Ode,M
15089,Ovid,M
15096,Ras,M
15105,Shepherd,M
15106,Sigmund,M
15107,Snowden,M
15110,Talmadge,M
15113,Tobie,M
15114,Ura,M
15116,Vergil,M
15127,Xavier,M
15128,Yancy,M
15787,Verlie,F
15887,Gunda,F
15926,Audra,F
15967,Orelia,F
15999,Carlota,F
16037,Lurline,F
16052,Opha,F
16069,Alwine,F
16088,Carmelita,F
16092,Clemma,F
16114,Hazle,F
16131,Marjory,F
16136,Nadine,F
16139,Nonnie,F
16143,Ouida,F
16159,Wealthy,F
16168,Antionette,F
16178,Carrye,F
16191,Delora,F
16197,Elfreda,F
16200,Elvera,F
16201,Evah,F
16204,Georgene,F
16206,Gerda,F
16208,Gregoria,F
16212,Jetta,F
16214,Josefina,F
16229,Mada,F
16230,Madgie,F
16232,Mahaley,F
16261,Rafaela,F
16267,Thirza,F
16269,Tomasa,F
16270,Tura,F
16276,Adalene,F
16281,Alline,F
16283,Anaise,F
16284,Anis,F
16285,Annye,F
16288,Armenia,F
16289,Arvella,F
16290,Auda,F
16295,Brittie,F
16303,Clorinda,F
16305,Concetta,F
16308,Delina,F
16312,Docie,F
16315,Ela,F
16316,Elenore,F
16317,Elinore,F
16320,Elzora,F
16329,Florentine,F
16330,Floride,F
16336,Hala,F
16340,Hilaria,F
16354,Lara,F
16356,Launa,F
16357,Leafy,F
16367,Luvina,F
16370,Malissia,F
16374,Mariette,F
16377,Melda,F
16378,Mira,F
16381,Myrl,F
16382,Nancie,F
16389,Nollie,F
16392,Oneida,F
16396,Otillie,F
16397,Ozzie,F
16398,Pallie,F
16405,Romaine,F
16408,Saddie,F
16410,Sidonia,F
16413,Stasia,F
16415,Tacie,F
16425,Vara,F
16427,Venus,F
16428,Vernice,F
16429,Verta,F
16431,Vivia,F
17007,Myles,M
17044,Irl,M
17070,Benson,M
17123,Armond,M
17139,Frazier,M
17187,Alfredo,M
17216,Grady,M
17287,Ethelbert,M
17296,Gilman,M
17337,Selmer,M
17371,Arnie,M
17372,Arvin,M
17380,Bliss,M
17398,Dewey,M
17399,Diego,M
17404,Dorr,M
17409,Edmon,M
17414,Estes,M
17418,Graves,M
17426,Hillery,M
17435,Leeroy,M
17460,Orr,M
17465,Pembroke,M
17468,Polk,M
17469,Prentiss,M
17470,Ran,M
17472,Rastus,M
17490,Tip,M
17496,Westley,M
17498,Wilfrid,M
18096,Ebba,F
18401,Arlene,F
18410,Dellia,F
18506,Milda,F
18510,Neola,F
18536,Zennie,F
18540,Allena,F
18544,Azzie,F
18545,Bannie,F
18546,Beadie,F
18549,Cannie,F
18550,Carie,F
18555,Chrissie,F
18560,Dassie,F
18581,Inda,F
18586,Josefita,F
18593,Lonia,F
18598,Lurena,F
18599,Lydie,F
18616,Rosalind,F
18619,Sallye,F
18629,Valley,F
18633,Vonnie,F
18637,Adra,F
18644,Antha,F
18647,Bah,F
18652,Bonita,F
18657,Catarina,F
18663,Chessie,F
18664,Christene,F
18669,Clothilde,F
18672,Dema,F
18675,Dorris,F
18679,Ellena,F
18682,Elvia,F
18691,Girtie,F
18694,Gustava,F
18698,Hildegard,F
18700,Honor,F
18702,Ilo,F
18709,Josepha,F
18720,Lidia,F
18722,Lita,F
18726,Ludia,F
18729,Luvada,F
18746,Nicie,F
18748,Olar,F
18755,Rosebud,F
18757,Saphronia,F
18762,Thressa,F
18765,Vela,F
18766,Velva,F
18774,Vita,F
18777,Adel,F
18780,Adriana,F
18783,Alease,F
18785,Alga,F
18791,Annah,F
18792,Arena,F
18793,Arilla,F
18794,Arla,F
18797,Augustina,F
18798,Austa,F
18799,Bamma,F
18802,Bernardine,F
18803,Beuna,F
18804,Birda,F
18805,Birdia,F
18809,Carmel,F
18812,Cecille,F
18814,Charlene,F
18817,Chloa,F
18820,Cleda,F
18822,Clementina,F
18823,Clotilda,F
18826,Corrinne,F
18828,Dallie,F
18831,Dawn,F
18833,Dela,F
18836,Domitila,F
18838,Doretta,F
18840,Echo,F
18844,Elba,F
18846,Emer,F
18847,Emmeline,F
18848,Erin,F
18851,Etelka,F
18853,Evelyne,F
18854,Ever,F
18855,Evia,F
18856,Florene,F
18860,Georgette,F
18864,Hazelle,F
18865,Hedvig,F
18868,Hermena,F
18872,Inger,F
18875,Jeane,F
18879,Joanne,F
18883,Lanora,F
18885,Leathie,F
18886,Ledia,F
18893,Lova,F
18894,Lovella,F
18896,Loyola,F
18898,Luanna,F
18899,Lulla,F
18902,Magda,F
18906,Margarite,F
18907,Margueritte,F
18908,Mariana,F
18913,Marta,F
18914,Maryetta,F
18915,Maybel,F
18918,Melvia,F
18921,Missouria,F
18924,Neely,F
18926,Oleta,F
18930,Otillia,F
18934,Ozie,F
18935,Pantha,F
18936,Parrie,F
18937,Patti,F
18938,Paulita,F
18941,Petronila,F
18942,Rebeca,F
18943,Reine,F
18944,Rilda,F
18948,Rosita,F
18950,Saloma,F
18957,Thecla,F
18963,Varina,F
18966,Virda,F
18971,Wren,F
18973,Zeta,F
18974,Zilphia,F
18975,Zonie,F
19686,Carlisle,M
19699,Hughie,M
19717,Orvel,M
19732,Angel,M
19759,Horton,M
19788,Waymon,M
19793,Arno,M
19803,Burnie,M
19830,Felton,M
19864,Nils,M
19881,Sonny,M
19900,Benjman,M
19902,Bernardo,M
19915,Casey,M
19917,Celestino,M
19918,Cephus,M
19945,Hart,M
19950,Hillary,M
19951,Hilmer,M
19952,Holland,M
19956,Jacques,M
19958,Johny,M
19960,Jordon,M
19962,Julien,M
19963,Julio,M
19965,Keith,M
19969,Le,M
19973,Liston,M
19980,Moe,M
19987,Ricardo,M
20006,Ad,M
20015,Alson,M
20016,Ancil,M
20023,Bengiman,M
20028,Birl,M
20032,Buel,M
20037,Charlton,M
20042,Colby,M
20044,Corneluis,M
20049,Elex,M
20051,Eliott,M
20057,Evander,M
20061,Fountain,M
20062,Fox,M
20070,Goff,M
20086,Johney,M
20088,Laird,M
20089,Lamont,M
20092,Letcher,M
20098,Marcelino,M
20099,Marcos,M
20104,Nevin,M
20109,Odes,M
20112,Olney,M
20113,Oron,M
20118,Pascual,M
20121,Posey,M
20125,Raliegh,M
20126,Rasmus,M
20127,Red,M
20129,Reynolds,M
20131,Rolly,M
20132,Salvador,M
20133,Salvatore,M
20145,Thorvald,M
21003,Cressie,F
21014,Erla,F
21089,Marvel,F
21092,Noemie,F
21176,Zela,F
21177,Adelene,F
21178,Ader,F
21184,Armina,F
21186,Ary,F
21198,Delcie,F
21203,Edrie,F
21210,Elsia,F
21225,Jessamine,F
21230,Lattie,F
21232,Laverna,F
21253,Nannette,F
21267,Othella,F
21276,Renee,F
21282,Sweetie,F
21284,Tekla,F
21295,Vista,F
21300,Albena,F
21302,Allean,F
21311,Blandina,F
21314,Candis,F
21316,Cenie,F
21317,Cherrie,F
21320,Cleopatra,F
21327,Earnestine,F
21329,Editha,F
21339,Estefana,F
21343,Fae,F
21351,Honorine,F
21358,Jessye,F
21375,Marge,F
21376,Margrete,F
21401,Raye,F
21413,Tess,F
21423,Veta,F
21431,Adelaida,F
21432,Aileene,F
21433,Ala,F
21434,Aleda,F
21441,Aquilla,F
21442,Arda,F
21443,Ardell,F
21446,Armilda,F
21453,Azilda,F
21456,Belinda,F
21457,Benita,F
21460,Brooksie,F
21461,Buelah,F
21475,Coletta,F
21480,Delima,F
21484,Dortha,F
21486,Earline,F
21492,Elouise,F
21493,Elzina,F
21494,Ermie,F
21497,Eupha,F
21501,Fan,F
21502,Felicitas,F
21503,Ferol,F
21505,Flonnie,F
21507,Fredonia,F
21513,Gratia,F
21514,Hanora,F
21516,Hasel,F
21519,Hermie,F
21520,Hildred,F
21521,Ibbie,F
21522,Idalia,F
21527,Isola,F
21536,Katherina,F
21541,Leannah,F
21547,Lille,F
21549,Litta,F
21550,Lizette,F
21551,Lorine,F
21557,Luverna,F
21563,Maryjane,F
21569,Miley,F
21572,Minne,F
21577,Neda,F
21578,Neita,F
21579,Nelva,F
21581,Notie,F
21584,Opie,F
21590,Otta,F
21592,Palma,F
21596,Pearline,F
21597,Perlie,F
21598,Phila,F
21601,Reita,F
21602,Reka,F
21606,Roxa,F
21609,Salena,F
21613,Signa,F
21615,Terese,F
21625,Virdie,F
21627,Wessie,F
21628,Zepha,F
21630,Zulema,F
21631,Zuma,F
22318,Doyle,M
22355,Alfonzo,M
22437,Branch,M
22440,Bush,M
22462,Federico,M
22464,Franz,M
22467,Governor,M
22488,Maury,M
22506,Werner,M
22536,Edw,M
22541,Ernesto,M
22543,Fed,M
22545,Foy,M
22548,Galen,M
22556,Hjalmar,M
22564,Lawton,M
22567,Levin,M
22569,Lish,M
22582,Pascal,M
22585,Redmond,M
22603,Winford,M
22605,Abie,M
22608,Alver,M
22610,Anatole,M
22620,Boone,M
22623,Buell,M
22627,Claiborne,M
22637,Denny,M
22644,Elija,M
22648,English,M
22675,Lawrance,M
22676,Lemmie,M
22678,Linden,M
22697,Ney,M
22705,Oneal,M
22712,Profit,M
22714,Raymon,M
22715,Remus,M
22719,Romie,M
22730,Swan,M
23611,Verena,F
23667,Nobie,F
23750,Arbie,F
23772,Esma,F
23783,Gwen,F
23797,Lallie,F
23808,Melia,F
23811,Modeste,F
23832,Verla,F
23869,Elnore,F
23879,Garnette,F
23883,Irean,F
23889,Joeanna,F
23911,Natalia,F
23923,Rhodie,F
23944,Versie,F
23953,Achsah,F
23960,Amada,F
23968,Bera,F
23970,Berthe,F
23971,Bethel,F
23986,Delores,F
24001,Ethyle,F
24003,Faustina,F
24006,Gabriella,F
24010,Haley,F
24014,Iowa,F
24022,Lema,F
24025,Lodema,F
24033,Madelyn,F
24039,Maurine,F
24045,Naomia,F
24046,Nila,F
24049,Oressa,F
24051,Orma,F
24058,Regenia,F
24064,Suda,F
24067,Synthia,F
24073,Twila,F
24090,Atta,F
24096,Breta,F
24097,Bunie,F
24100,Carla,F
24103,Celena,F
24105,Ceola,F
24113,Cleone,F
24115,Consuelo,F
24118,Cottie,F
24119,Dahlia,F
24121,Dedie,F
24123,Deller,F
24135,Ellora,F
24139,Evlyn,F
24140,Exilda,F
24145,Floretta,F
24146,Florina,F
24149,Gabrielle,F
24152,Gunhild,F
24153,Gurtrude,F
24164,Katye,F
24166,Keturah,F
24169,Laurette,F
24176,Lolita,F
24183,Luddie,F
24184,Luellar,F
24186,Lurley,F
24187,Lurlie,F
24190,Mackie,F
24192,Madalene,F
24194,Maisie,F
24199,Marilda,F
24201,Marquerite,F
24203,Marye,F
24204,Masie,F
24205,Maynie,F
24206,Mazzie,F
24213,Modesta,F
24214,Monie,F
24222,Olia,F
24227,Otilla,F
24233,Pina,F
24254,Tallie,F
24262,Verle,F
24265,Vianna,F
24272,Willow,F
24275,Zenna,F
24276,Zera,F
24914,Eduardo,M
25080,Sing,M
25129,Mckinley,M
25172,Bentley,M
25183,Claudius,M
25188,Conard,M
25190,Cornell,M
25245,Owens,M
25259,Sigurd,M
25262,Teddy,M
25270,Add,M
25276,Almus,M
25290,Auburn,M
25291,Bartlett,M
25293,Benard,M
25303,Carrol,M
25305,Ceaser,M
25306,Cedric,M
25316,Donato,M
25337,Graydon,M
25339,Gurney,M
25343,Hartford,M
25354,Jenkins,M
25357,Justo,M
25360,Kid,M
25369,Livingston,M
25371,Magnus,M
25380,Mcclellan,M
25381,Melbourne,M
25391,Orvin,M
25411,Sank,M
25420,Speed,M
25423,Tex,M
25428,Vanderbilt,M
25433,Whitfield,M
25435,Woodfin,M
26402,Gayle,F
26406,Idabelle,F
26442,Zenia,F
26458,Carmella,F
26499,Margarethe,F
26527,Vadie,F
26536,Alverna,F
26556,Cuba,F
26572,Elzada,F
26582,Idabel,F
26587,Jacqueline,F
26589,Katheryne,F
26599,Louvina,F
26603,Maebell,F
26612,Monta,F
26634,Theora,F
26643,Vlasta,F
26644,Vona,F
26658,Antonetta,F
26691,Fredricka,F
26694,Girlie,F
26697,Gypsy,F
26698,Hazell,F
26700,Ilah,F
26706,Joann,F
26718,Lizetta,F
26727,Marceline,F
26734,Mollye,F
26736,Mozell,F
26742,Pearlee,F
26749,Rosaline,F
26750,Roxey,F
26758,Tessa,F
26773,Aldine,F
26775,Alena,F
26779,Alvera,F
26787,Babette,F
26789,Berneice,F
26790,Bernetta,F
26814,Dorilla,F
26819,Elsye,F
26822,Ercell,F
26825,Eular,F
26826,Euphemie,F
26832,Florinda,F
26833,Freeda,F
26841,Gola,F
26850,Ilene,F
26851,Imelda,F
26852,Inis,F
26854,Izzie,F
26860,Junnie,F
26867,Laurine,F
26869,Leler,F
26871,Levada,F
26876,Lovenia,F
26877,Lucindia,F
26880,Lugarda,F
26888,Maizie,F
26893,Marguerita,F
26898,Maryellen,F
26908,Morna,F
26910,Musa,F
26917,Nicolasa,F
26921,Norene,F
26925,Ophia,F
26942,Romana,F
26944,Roslyn,F
26946,Saint,F
26949,Sennie,F
26950,Stena,F
26951,Stephanie,F
26955,Teresita,F
26959,Tomasita,F
26961,Urania,F
26966,Vincenza,F
26967,Vola,F
26968,Wadie,F
27462,Sheridan,M
27749,Carmine,M
27811,Adlai,M
27826,Buddie,M
27827,Burk,M
27843,Edison,M
27861,Gifford,M
27870,Hurbert,M
27874,Iverson,M
27878,Job,M
27881,Leamon,M
27909,Rexford,M
27925,Vick,M
27927,Waldemar,M
27931,Zebulon,M
27939,Alferd,M
27941,Algot,M
27942,Alphons,M
27948,Audley,M
27951,Barnard,M
27958,Berkley,M
27971,Corbin,M
27988,Esteban,M
28014,Jolly,M
28018,Kelsey,M
28020,Lake,M
28045,Moss,M
28047,Navajo,M
28052,Ollis,M
28055,Oris,M
28067,Rocco,M
28068,Rodger,M
28074,Sherwood,M
28076,Singleton,M
29118,Astrid,F
29143,Jennett,F
29236,Marcelina,F
29298,Dura,F
29329,Margart,F
29353,Seraphine,F
29354,Siller,F
29357,Suzanna,F
29360,Talitha,F
29414,Deane,F
29418,Dorinda,F
29423,Elfa,F
29428,Epifania,F
29432,Evvie,F
29445,Herlinda,F
29448,Hildreth,F
29455,Jeannetta,F
29456,Jencie,F
29457,Jocie,F
29458,Johnetta,F
29462,Lavena,F
29481,Mara,F
29497,Meryl,F
29498,Milla,F
29501,Nada,F
29503,Okie,F
29525,Shelley,F
29538,Veola,F
29543,Zeffie,F
29544,Zelle,F
29546,Zylpha,F
29551,Aleta,F
29552,Alethea,F
29553,Aletta,F
29554,Alina,F
29560,Alyse,F
29561,Angelica,F
29562,Angelle,F
29565,Appie,F
29566,Ardie,F
29567,Ariel,F
29568,Arlean,F
29573,Azile,F
29581,Blanchie,F
29583,Brownie,F
29585,Celestina,F
29586,Chanie,F
29589,Clarita,F
29594,Clydie,F
29595,Colette,F
29597,Coralie,F
29603,Dicey,F
29606,Doxie,F
29624,Ervie,F
29626,Ethna,F
29628,Fabiola,F
29634,Frida,F
29635,Genevive,F
29637,Girtrude,F
29643,Hatty,F
29645,Henritta,F
29653,Katherin,F
29657,Leoma,F
29662,Lillias,F
29663,Limmie,F
29665,Lizzy,F
29675,Magie,F
29678,Marea,F
29679,Margherita,F
29687,Murriel,F
29690,Nanette,F
29700,Noreen,F
29711,Ovella,F
29718,Perlina,F
29722,Radie,F
29724,Rea,F
29725,Recie,F
29729,Rufina,F
29732,Sevilla,F
29735,Silva,F
29737,Svea,F
29740,Tassie,F
29744,Timotea,F
29745,Tobitha,F
29746,Valborg,F
29749,Vernal,F
29758,Wava,F
30153,Corbett,M
30577,Fidel,M
30610,Samson,M
30683,Nolen,M
30698,Royce,M
30732,Burleigh,M
30740,Con,M
30743,Dillon,M
30750,Ebert,M
30757,Encarnacion,M
30768,Hartley,M
30778,Jiles,M
30811,Stokes,M
30817,Vane,M
30830,Amiel,M
30831,Amzie,M
30835,Arvil,M
30838,Barnie,M
30844,Bun,M
30845,Cam,M
30848,Carlyle,M
30900,Gurley,M
30901,Hale,M
30902,Hammond,M
30907,Helmuth,M
30912,Hilding,M
30917,Isador,M
30920,Jennings,M
30921,Jett,M
30928,Lehman,M
30930,Lenwood,M
30933,Lex,M
30940,Luciano,M
30950,Marko,M
30954,Merwin,M
30957,Murel,M
30961,Ogden,M
30963,Oneil,M
30967,Parks,M
30970,Pervis,M
30971,Plez,M
30978,Robie,M
30979,Romanus,M
30995,Sumpter,M
31008,Whitelaw,M
31014,Wint,M
31015,Winton,M
31892,Elmyra,F
32023,Omega,F
32054,Elin,F
32074,Lempi,F
32117,Catalina,F
32122,Corena,F
32150,Loie,F
32183,Vanda,F
32195,Agda,F
32210,Candelaria,F
32222,Dimple,F
32245,Hedwige,F
32254,Jenie,F
32255,Juel,F
32259,Lalah,F
32274,Melba,F
32281,Orba,F
32298,Alleen,F
32299,Allyne,F
32302,Arabelle,F
32307,Arva,F
32316,Burnice,F
32330,Dasie,F
32347,Eulala,F
32350,Everlina,F
32352,Evva,F
32354,Felipa,F
32356,Gaynelle,F
32358,Glada,F
32363,Ivery,F
32373,Larue,F
32377,Leita,F
32387,Luvinia,F
32388,Lyde,F
32391,Maddie,F
32394,Margurite,F
32397,Maryanna,F
32398,Mauda,F
32420,Rada,F
32429,Saidee,F
32430,Stacia,F
32431,Stazie,F
32437,Trixie,F
32438,Trula,F
32452,Willetta,F
32454,Zura,F
32458,Agapita,F
32464,Alfa,F
32468,Angline,F
32469,Anise,F
32471,Antonina,F
32473,Audry,F
32476,Barbarita,F
32477,Beata,F
32482,Brookie,F
32485,Celine,F
32486,Charlott,F
32491,Clela,F
32492,Clema,F
32495,Creasie,F
32497,Dagny,F
32499,Dara,F
32501,Dera,F
32503,Drue,F
32506,Elcie,F
32509,Elodia,F
32511,Elvena,F
32516,Ersie,F
32517,Ethleen,F
32529,Geneve,F
32535,Glee,F
32538,Gwendoline,F
32539,Helon,F
32543,Ignacia,F
32545,Ionia,F
32556,Laveta,F
32558,Lealer,F
32560,Lecy,F
32562,Leocadia,F
32566,Lestie,F
32573,Lorretta,F
32574,Lovena,F
32577,Luva,F
32578,Lyra,F
32580,Madelene,F
32591,Marzella,F
32593,Matha,F
32594,Mavis,F
32595,Maysie,F
32596,Mearl,F
32600,Melvinia,F
32604,Mimmie,F
32605,Minette,F
32610,Nicey,F
32614,Noelie,F
32615,Oneta,F
32616,Onida,F
32620,Otilia,F
32632,Reatha,F
32634,Rheta,F
32642,Sopha,F
32649,Teodora,F
32654,Trina,F
32655,Valeska,F
32656,Valetta,F
32661,Vila,F
32664,Walburga,F
32665,Wavie,F
33459,Estel,M
33479,Mayo,M
33499,Thorwald,M
33586,Arnett,M
33587,Aubra,M
33590,Avon,M
33595,Bolden,M
33616,Ferris,M
33650,Link,M
33661,Moises,M
33664,Myer,M
33675,Reuel,M
33680,Roney,M
33697,Welby,M
33698,Welton,M
33714,Armin,M
33715,Armor,M
33720,Beauregard,M
33726,Brantley,M
33729,Buddy,M
33730,Buren,M
33732,Cager,M
33748,Doll,M
33754,Einar,M
33759,Elwyn,M
33772,Gunnar,M
33773,Harden,M
33784,Hobert,M
33785,Hughey,M
33790,Jethro,M
33795,Leighton,M
33809,Narciso,M
33811,Niels,M
33819,Percie,M
33821,Pomp,M
33823,Reynold,M
33835,Sonnie,M
33837,Square,M
33842,Walt,M
34916,Beatriz,F
34922,Carola,F
34958,Marrie,F
35040,Leeta,F
35043,Loa,F
35101,Calista,F
35105,Cinderella,F
35132,Ilda,F
35140,Justa,F
35142,Laurene,F
35144,Lillar,F
35147,Lorina,F
35168,Octava,F
35169,Odette,F
35182,Sanna,F
35202,Adelheid,F
35203,Alfrieda,F
35227,Cleotilde,F
35231,Cola,F
35235,Cuma,F
35245,Eithel,F
35248,Elizzie,F
35254,Gertrud,F
35255,Gettie,F
35263,Herminia,F
35268,Juda,F
35274,Lellie,F
35290,Melita,F
35296,Oca,F
35303,Otila,F
35315,Salley,F
35318,Snow,F
35331,Xenia,F
35335,Abelina,F
35339,Adolphine,F
35343,Aldea,F
35344,Alethia,F
35345,Alexandra,F
35347,Alveda,F
35350,Anastacia,F
35353,Arabell,F
35357,Arnetta,F
35361,Berte,F
35367,Ceil,F
35370,Charline,F
35373,Chrystal,F
35375,Clemencia,F
35377,Clennie,F
35378,Clio,F
35380,Cloie,F
35392,Dominga,F
35407,Eron,F
35411,Fedora,F
35417,France,F
35425,Hilja,F
35427,Hyacinth,F
35430,Isobel,F
35434,Janice,F
35435,Jannette,F
35436,Jaunita,F
35457,Linnea,F
35462,Luceal,F
35464,Luevenia,F
35465,Lulia,F
35472,Marcelle,F
35473,Maree,F
35475,Margot,F
35479,Martine,F
35482,Melissia,F
35483,Minetta,F
35494,Nera,F
35497,Ocia,F
35504,Onezia,F
35517,Renie,F
35524,Roselle,F
35525,Roselyn,F
35528,Senia,F
35534,Tela,F
35538,Thilda,F
35539,Thresia,F
36342,Arvel,M
36359,Erby,M
36411,Alston,M
36429,Clemon,M
36454,Hebert,M
36456,Hezzie,M
36464,Kurt,M
36479,Oddie,M
36484,Ramsey,M
36499,Vinton,M
36512,Audy,M
36535,Donat,M
36542,Emmons,M
36543,Erich,M
36546,Esley,M
36559,Greely,M
36601,Pasquale,M
36654,Carlo,M
36659,Casimir,M
36663,Cline,M
36666,Collis,M
36670,Crit,M
36690,Ferdie,M
36696,Frederich,M
36698,Garvin,M
36708,Herold,M
36716,Isaih,M
36718,Ivo,M
36719,Jeffery,M
36746,Orris,M
36750,Oswell,M
36752,Peder,M
36788,Yancey,M
37768,Trilby,F
37914,Almena,F
37945,Florice,F
37956,Lavera,F
37999,Averil,F
38007,Dorathy,F
38020,Everline,F
38023,Fredda,F
38089,Achsa,F
38108,Borghild,F
38128,Elpha,F
38136,Francesca,F
38140,Hattye,F
38148,Isal,F
38171,Malisia,F
38176,Micaela,F
38187,Othelia,F
38198,Roselee,F
38202,Sonia,F
38209,Venice,F
38218,Afton,F
38225,Apollonia,F
38229,Artha,F
38242,Charlcie,F
38248,Coralee,F
38250,Cyrilla,F
38258,Eather,F
38260,Edda,F
38264,Elease,F
38274,Genevia,F
38275,Genora,F
38277,Georgena,F
38279,Germaine,F
38280,Gisella,F
38282,Gudrun,F
38287,Irine,F
38299,Leoda,F
38301,Lillain,F
38303,Lilyan,F
38304,Lodie,F
38332,Myrtte,F
38338,Oneita,F
38348,Paulyne,F
38349,Princess,F
38361,Tenie,F
38364,Theola,F
38369,Velda,F
38371,Verdia,F
38376,Virgin,F
38379,Waneta,F
38382,Adalia,F
38383,Adine,F
38384,Adna,F
38386,Albie,F
38388,Alexandrine,F
38395,Angella,F
38403,Assunta,F
38405,Atlanta,F
38407,Austie,F
38410,Belma,F
38411,Berna,F
38413,Blonnie,F
38416,Bular,F
38419,Carlene,F
38424,Charmion,F
38432,Cleona,F
38460,Elois,F
38465,Erminia,F
38467,Estellar,F
38468,Ethelle,F
38471,Eunie,F
38473,Evy,F
38485,Gladyce,F
38487,Gwladys,F
38488,Henretter,F
38492,Icia,F
38493,Idelle,F
38494,Ileen,F
38495,Isma,F
38497,Janetta,F
38498,Jayne,F
38502,Johanne,F
38504,Katrina,F
38506,Lael,F
38511,Leonarda,F
38522,Luttie,F
38534,Maudy,F
38535,Meadie,F
38537,Merna,F
38539,Natividad,F
38542,Ocea,F
38544,Okla,F
38547,Orena,F
38550,Pablita,F
38551,Pamela,F
38557,Pheba,F
38559,Pruda,F
38562,Rhetta,F
38572,Silla,F
38573,Syble,F
38591,Virlie,F
38594,Vivienne,F
39234,Roosevelt,M
39488,Casimer,M
39518,Gaither,M
39522,Guthrie,M
39555,Ovila,M
39579,Alwin,M
39636,Lindley,M
39644,Olan,M
39655,Reinhard,M
39673,Verl,M
39683,Alphonzo,M
39690,Baker,M
39712,Collin,M
39733,Euel,M
39739,Fillmore,M
39746,Geoffrey,M
39753,Harless,M
39755,Harm,M
39785,Loranzo,M
39800,Nile,M
39803,Obert,M
39804,Odus,M
39818,Stclair,M
39819,Stephan,M
39821,Terrance,M
40864,Lotus,F
40954,Swannie,F
40991,Elina,F
41053,Annamae,F
41063,Casimira,F
41064,Cathleen,F
41138,Avo,F
41143,Burma,F
41184,Girtha,F
41192,Inza,F
41199,Lavon,F
41204,Loree,F
41218,Maureen,F
41236,Rickie,F
41239,Sayde,F
41246,Veatrice,F
41258,Alfretta,F
41266,Asenath,F
41272,Bevie,F
41279,Cellie,F
41284,Cleola,F
41296,Dollye,F
41297,Doretha,F
41299,Dott,F
41302,Elfrida,F
41310,Ernestina,F
41317,Floye,F
41318,Freada,F
41329,Hilder,F
41357,Maple,F
41358,Mardell,F
41372,Nydia,F
41374,Offie,F
41393,Reina,F
