index,name,sex
1609,Maxwell,M
1611,Obie,M
1612,Octave,M
1613,Orrin,M
1615,Oswald,M
1616,Park,M
1617,Parley,M
1618,Ramon,M
1619,Rice,M
1620,Stonewall,M
1622,Tillman,M
1624,Aron,M
1625,Ashley,M
1626,Bernhard,M
1628,Berton,M
1629,Buster,M
1630,Butler,M
1631,Carleton,M
1634,Clarance,M
1636,Crawford,M
1637,Danial,M
1638,Dayton,M
1639,Dolphus,M
1640,Elder,M
1641,Ephriam,M
1642,Fayette,M
1643,Felipe,M
1644,Fernando,M
1645,Flem,M
1647,Ford,M
1648,Harlan,M
1649,Hayes,M
1650,Henery,M
1651,Hoy,M
1652,Huston,M
1654,Ivory,M
1655,Jonah,M
1656,Justin,M
1657,Lenard,M
1658,Leopold,M
1659,Lionel,M
1660,Manley,M
1661,Marquis,M
1662,Marshal,M
1663,Mart,M
1664,Odie,M
1665,Olen,M
1666,Oral,M
1667,Orley,M
1668,Otha,M
1669,Press,M
1670,Price,M
1671,Quincy,M
1672,Randall,M
1673,Rich,M
1674,Richmond,M
1675,Romeo,M
1676,Russel,M
1677,Rutherford,M
1678,Shade,M
1679,Shelby,M
1680,Solon,M
1681,Thurman,M
1682,Tilden,M
1683,Troy,M
1684,Woodson,M
1685,Worth,M
1686,Aden,M
1687,Alcide,M
1688,Alf,M
1689,Algie,M
1690,Arlie,M
1691,Bart,M
1692,Bedford,M
1693,Benito,M
1694,Billy,M
1696,Birt,M
1697,Bruno,M
1698,Burley,M
1699,Chancy,M
1700,Claus,M
1701,Cliff,M
1702,Clovis,M
1704,Creed,M
1705,Delos,M
1706,Duke,M
1707,Eber,M
1708,Eligah,M
1709,Elliot,M
1710,Elton,M
1711,Emmitt,M
1712,Gene,M
1713,Golden,M
1714,Hal,M
1715,Hardin,M
1716,Harman,M
1717,Hervey,M
1718,Hollis,M
1719,Ivey,M
1721,Len,M
1722,Lindsay,M
1723,Lonie,M
1724,Lyle,M
1725,Mac,M
1726,Mal,M
1727,Math,M
1728,Miller,M
1729,Orson,M
1730,Osborne,M
1731,Percival,M
1732,Pleas,M
1733,Ples,M
1734,Rafael,M
1735,Raoul,M
1736,Roderick,M
1738,Shelton,M
1739,Sid,M
1740,Theron,M
1741,Tobias,M
1742,Toney,M
1743,Tyler,M
1744,Vance,M
1746,Walton,M
1747,Watt,M
1748,Weaver,M
1749,Wilton,M
1750,Adolf,M
1751,Albin,M
1752,Albion,M
1753,Allison,M
1755,Alpheus,M
1756,Anastacio,M
1757,Andre,M
1759,Arlington,M
1760,Armand,M
1761,Asberry,M
1762,Asbury,M
1763,Asher,M
1764,Augustin,M
1765,Auther,M
1766,Author,M
1767,Ballard,M
1768,Blas,M
1769,Caesar,M
1770,Candido,M
1771,Cato,M
1772,Clarke,M
1773,Clemente,M
1774,Colin,M
1775,Commodore,M
1777,Coy,M
1778,Cruz,M
1779,Curt,M
1780,Damon,M
1781,Davie,M
1782,Delmar,M
1783,Dexter,M
1785,Doss,M
1786,Drew,M
1787,Edson,M
1788,Elam,M
1789,Elihu,M
1793,Ernie,M
1795,Ferd,M
1796,Friend,M
1797,Garry,M
1798,Gary,M
1800,Gustaf,M
1802,Hampton,M
1803,Harrie,M
1805,Hence,M
1806,Hillard,M
1807,Hollie,M
1808,Holmes,M
1810,Hyman,M
1811,Ishmael,M
1812,Jarrett,M
1813,Jessee,M
1814,Joeseph,M
1815,Junious,M
1816,Kirk,M
1817,Levy,M
1818,Mervin,M
1819,Michel,M
1820,Milford,M
1821,Mitchel,M
1823,Noble,M
1824,Obed,M
1826,Orren,M
1827,Ottis,M
1828,Rafe,M
1829,Redden,M
1830,Reese,M
1831,Rube,M
1833,Rupert,M
1834,Salomon,M
1836,Sanders,M
1837,Soloman,M
1838,Stacy,M
1839,Stanford,M
1840,Stanton,M
1841,Thad,M
1842,Titus,M
1843,Tracy,M
1845,Wendell,M
1846,Wilhelm,M
1847,Willian,M
1848,Yee,M
1849,Zeke,M
1850,Ab,M
1851,Abbott,M
1852,Agustus,M
1853,Albertus,M
1854,Almer,M
1855,Alphonso,M
1856,Alvia,M
1858,Arvid,M
1859,Ashby,M
1861,Aurthur,M
1862,Babe,M
1863,Baldwin,M
1864,Barnett,M
1865,Bartholomew,M
1866,Barton,M
1867,Bernie,M
1868,Blaine,M
1869,Boston,M
1870,Brad,M
1871,Bradford,M
1872,Bradley,M
1873,Brooks,M
1874,Buck,M
1875,Budd,M
1876,Ceylon,M
1877,Chalmers,M
1878,Chesley,M
1879,Chin,M
1881,Crockett,M
1882,Cyril,M
1884,Denver,M
1885,Dow,M
1886,Duff,M
1887,Edie,M
1889,Elick,M
1890,Elie,M
1891,Eliga,M
1892,Eliseo,M
1893,Elroy,M
1894,Ely,M
1895,Ennis,M
1896,Enrique,M
1897,Erasmus,M
1898,Esau,M
1899,Everette,M
1900,Firman,M
1901,Fleming,M
1903,Gardner,M
1904,Gee,M
1905,Gorge,M
1906,Gottlieb,M
1907,Gregorio,M
1908,Gregory,M
1909,Gustavus,M
1910,Halsey,M
1911,Handy,M
1912,Hardie,M
1913,Harl,M
1914,Hayden,M
1915,Hays,M
1916,Hermon,M
1917,Hershel,M
1918,Holly,M
1919,Hosteen,M
1920,Hoyt,M
1921,Hudson,M
1922,Huey,M
1923,Humphrey,M
1924,Hunt,M
1925,Hyrum,M
1926,Irven,M
1927,Isam,M
1929,Jabez,M
1931,Jodie,M
1932,Judd,M
1933,Julious,M
1934,Justice,M
1936,Kelly,M
1937,Kit,M
1938,Knute,M
1939,Lavern,M
1940,Lawyer,M
1941,Layton,M
1942,Leonidas,M
1943,Lewie,M
1945,Linwood,M
1946,Loran,M
1947,Lorin,M
1948,Mace,M
1949,Malcom,M
1950,Manly,M
1951,Manson,M
1952,Matthias,M
1954,Merida,M
1955,Miner,M
1956,Montgomery,M
1957,Moroni,M
1958,Murdock,M
1960,Nate,M
1961,Nathanial,M
1962,Nimrod,M
1964,Norval,M
1965,Nova,M
1966,Orion,M
1967,Orla,M
1968,Orrie,M
1969,Payton,M
1970,Philo,M
1971,Phineas,M
1972,Presley,M
1973,Ransom,M
1974,Reece,M
1975,Rene,M
1976,Roswell,M
1977,Rowland,M
1978,Sampson,M
1979,Samual,M
1980,Santos,M
1981,Schuyler,M
1982,Sheppard,M
1983,Spurgeon,M
1984,Starling,M
1985,Sylvanus,M
1986,Theadore,M
1987,Theophile,M
1988,Tilmon,M
1989,Tommy,M
1990,Unknown,M
1991,Vann,M
1992,Wes,M
1993,Winston,M
1994,Wood,M
1995,Woodie,M
1996,Worthy,M
1997,Wright,M
1998,York,M
1999,Zachariah,M
2446,Adell,F
2448,Celeste,F
2510,Audrey,F
2537,Zadie,F
2541,Aura,F
2549,Elta,F
2552,Eveline,F
2561,Lelah,F
2572,Nanie,F
2573,Petra,F
2591,Elvie,F
2599,Glennie,F
2604,Juliette,F
2608,Mannie,F
2610,Mercy,F
2611,Miranda,F
2612,Nana,F
2620,Zilpah,F
2623,Almedia,F
2628,Berdie,F
2631,Byrdie,F
2634,Claribel,F
2638,Coral,F
2640,Edwina,F
2645,Exie,F
2651,Justine,F
2655,Malissie,F
2660,Myrtice,F
2661,Narcissus,F
2667,Rosamond,F
2670,Theresia,F
2672,Valeria,F
2673,Vessie,F
2674,Victorine,F
2680,Alfreda,F
2681,Alicia,F
2683,Arabella,F
2685,Arminda,F
2687,Audie,F
2688,Cammie,F
2689,Carmen,F
2696,Dottie,F
2707,Flo,F
2708,Fredericka,F
2709,Gloria,F
2710,Gusta,F
2713,Icie,F
2718,Lillia,F
2719,Lota,F
2724,Nathalie,F
2726,Nita,F
2727,Ota,F
2731,Ramona,F
2735,Texie,F
2738,Zillah,F
2739,Aida,F
2741,Allene,F
2744,Arra,F
2746,Belva,F
2747,Biddie,F
2749,Bula,F
2750,Carry,F
2753,Courtney,F
2754,Crete,F
2757,Dicy,F
2760,Dossie,F
2768,Ester,F
2771,Evangeline,F
2772,Flavia,F
2773,Fleta,F
2775,Fronia,F
2776,Gillie,F
2782,Jinnie,F
2784,Jonnie,F
2785,Karen,F
2786,Katharina,F
2793,Mell,F
2795,Mirtie,F
2796,Mora,F
2799,Ninnie,F
2804,Rettie,F
2807,Rozella,F
2811,Sofia,F
2814,Sybil,F
2815,Sylvania,F
2818,Tilla,F
2820,Ursula,F
2821,Veda,F
2825,Zaida,F
2827,Zenobia,F
2829,Aggie,F
2831,Aletha,F
2835,Andrea,F
2838,Ason,F
2842,Bina,F
2845,Celesta,F
2848,Chloie,F
2849,Christie,F
2852,Corean,F
2853,Corinna,F
2854,Donia,F
2859,Elodie,F
2861,Epsie,F
2864,Eulah,F
2866,Exa,F
2868,Gail,F
2869,Georgine,F
2871,Gretta,F
2874,Henriette,F
2877,Jeffie,F
2878,Jemima,F
2880,Jo,F
2882,Josefa,F
2885,Juliana,F
2887,Katharyn,F
2888,Lannie,F
2889,Lavada,F
2892,Leonore,F
2893,Levina,F
2894,Libby,F
2895,Lilie,F
2901,Louanna,F
2903,Mabell,F
2904,Madeleine,F
2907,Marinda,F
2908,Mila,F
2911,Neta,F
2913,Orlena,F
2916,Ova,F
2917,Ozella,F
2920,Ressie,F
2921,Rosena,F
2922,Rosey,F
2924,Senora,F
2925,Siddie,F
2926,Susana,F
2927,Susanne,F
2928,Texanna,F
2932,Tiney,F
2933,Tinie,F
2934,Tiny,F
3402,Brown,M
3416,Newell,M
3443,Carter,M
3487,Lucas,M
3502,Bee,M
3515,Meyer,M
3518,Paris,M
3547,Deforest,M
3550,Dolph,M
3560,Harper,M
3563,Jule,M
3564,Lambert,M
3573,Orange,M
3584,Roe,M
3591,Ambers,M
3599,Collins,M
3602,Elbridge,M
3603,Eldon,M
3604,Elvis,M
3607,Gaston,M
3609,Hartwell,M
3614,Knox,M
3619,Manning,M
3626,Reed,M
3635,Thos,M
3636,Todd,M
3641,Wirt,M
3649,Alvis,M
3650,Ammon,M
3654,Boss,M
3656,Cas,M
3657,Cass,M
3658,Chalmer,M
3662,Denton,M
3668,Elsworth,M
3670,Erving,M
3674,Fredric,M
3675,Furman,M
3702,Plummer,M
3707,Rollo,M
3709,Ruffus,M
3710,Sheldon,M
3713,Tilman,M
3718,Acie,M
3720,Alfonso,M
3727,Ashton,M
3736,Burke,M
3737,Cap,M
3740,Casimiro,M
3741,Collie,M
3742,Curley,M
3743,Dale,M
3744,Dixon,M
3745,Dominick,M
3749,Garret,M
3752,Gerrit,M
3754,Griffin,M
3755,Hall,M
3756,Heber,M
3764,Hurley,M
3765,Isidore,M
3770,Lorenza,M
3776,Murphy,M
3778,Obe,M
3781,Orlo,M
3788,Sebastian,M
3794,Tolbert,M
3801,Whit,M
3803,Adrien,M
3806,Alto,M
3807,Angelo,M
3809,Antone,M
3810,Arden,M
3812,Atticus,M
3817,Belton,M
3819,Blair,M
3820,Burrell,M
3824,Campbell,M
3825,Champ,M
3830,Coley,M
3832,Conway,M
3833,Craig,M
3834,Dalton,M
3835,Darrell,M
3836,Darwin,M
3838,Dennie,M
3841,Ebb,M
3842,Ebbie,M
3845,Ellison,M
3847,Elonzo,M
3848,Emit,M
3849,Emry,M
3850,Ephram,M
3851,Esequiel,M
3855,Evertt,M
3860,Garner,M
3861,Garnett,M
3863,Graham,M
3864,Gregg,M
3867,Halbert,M
3870,Harvie,M
3871,Harvy,M
3875,Hubbard,M
3878,Jared,M
3879,Jere,M
3880,Joesph,M
3881,Johnathan,M
3884,Juluis,M
3886,Kirby,M
3887,Kyle,M
3888,Lane,M
3889,Lawerence,M
3891,Less,M
3895,Lowell,M
3896,Loy,M
3901,Marcel,M
3902,Marius,M
3903,Marrion,M
3905,Mercer,M
3906,Monte,M
3908,Nolan,M
3909,Okey,M
3911,Page,M
3913,Primus,M
3914,Prosper,M
3915,Pryor,M
3917,Robin,M
3918,Roll,M
3920,Seward,M
3921,Shannon,M
3922,Talmage,M
3924,Vaughn,M
3925,Verner,M
3926,Waverly,M
3928,Weldon,M
3929,Wells,M
3930,Wiliam,M
3932,Wing,M
4438,Verda,F
4532,Attie,F
4547,Gretchen,F
4548,Hermina,F
4559,Nelly,F
4574,Eller,F
4587,Hetty,F
4594,Luetta,F
4600,Pennie,F
4603,Rosemary,F
4615,Beckie,F
4616,Buna,F
4617,Caldonia,F
4619,Candace,F
4628,Edla,F
4629,Eleonora,F
4630,Elfrieda,F
4639,Florrie,F
4649,Luisa,F
4652,Myrtis,F
4669,Trudie,F
4674,Agusta,F
4678,Alphonsine,F
4693,Dellie,F
4694,Delpha,F
4707,Joyce,F
4710,Kathyrn,F
4714,Loretto,F
4715,Lucindy,F
4722,Maybell,F
4727,Odile,F
4728,Orah,F
4731,Prudie,F
4732,Rhea,F
4733,Rinda,F
4735,Rosy,F
4736,Roxy,F
4737,Sarrah,F
4738,Susannah,F
4740,Tula,F
4749,Alwina,F
4751,Annabell,F
4752,Arah,F
4756,Bernadine,F
4758,Buena,F
4760,Capitola,F
4762,Cathern,F
4764,Christiana,F
4767,Clora,F
4768,Columbia,F
4774,Eileen,F
4775,Elizbeth,F
4777,Eura,F
4782,Hennie,F
4783,Henretta,F
4786,Ivie,F
4787,Jeanie,F
4790,Justina,F
4792,Leaner,F
4794,Leonia,F
4795,Lorraine,F
4798,Lucetta,F
4799,Macie,F
4800,Mahalie,F
4802,Marry,F
4808,Novella,F
4811,Olevia,F
4816,Phillis,F
4817,Philomene,F
4821,Salina,F
4823,Sinda,F
4829,Tinnie,F
4831,Vashti,F
4832,Vella,F
4835,Veva,F
4836,Vicy,F
4841,Zita,F
4842,Affie,F
4844,Albertha,F
4845,Alexina,F
4847,Altie,F
4848,Anabel,F
4849,Anie,F
4851,Artelia,F
4853,Atha,F
4854,Barbra,F
4855,Beaulah,F
4858,Bertina,F
4860,Birdella,F
4861,Blossom,F
4862,Cara,F
4863,Carmela,F
4864,Carolyne,F
4865,Cathryn,F
4867,Charlottie,F
4868,Cilla,F
4874,Denise,F
4875,Dezzie,F
4877,Dorthea,F
4882,Eleonore,F
4885,Fairy,F
4886,Fannye,F
4888,Franc,F
4889,Francina,F
4890,Francisca,F
4892,Genevra,F
4894,Helga,F
4898,Iza,F
4899,Jeanetta,F
4900,Jeannie,F
4902,Jerusha,F
4910,Laurie,F
4914,Lisette,F
4916,Loda,F
4920,Luda,F
4922,Lynda,F
4925,Marget,F
4926,Mariam,F
4930,Modena,F
4931,Nanna,F
4933,Nelie,F
4934,Olena,F
4937,Penny,F
4938,Pheobe,F
4940,Portia,F
4944,Roxana,F
4947,Sadye,F
4949,Savilla,F
4951,Shellie,F
4952,Sibbie,F
4953,Thekla,F
4956,Vienna,F
4957,Vinia,F
4958,Vira,F
4959,Willia,F
4960,Zaidee,F
4961,Zana,F
4962,Zilla,F
5481,Cleve,M
5587,Linus,M
5600,Reinhold,M
5636,Junior,M
5653,Ace,M
5663,Armstead,M
5669,Benedict,M
5671,Brice,M
5686,Gibson,M
5700,Mills,M
5716,Adolfo,M
5717,Alanzo,M
5722,Antoine,M
5743,Ethan,M
5744,Eustace,M
5745,Ewing,M
5748,Fernand,M
5749,Fisher,M
5754,Harland,M
5757,Hilary,M
5758,Hosie,M
5763,Lemon,M
5769,Marsh,M
5774,Newman,M
5775,Nickolas,M
5778,Pearley,M
5783,Roman,M
5784,Rome,M
5789,Shelly,M
5794,Vicente,M
5795,Weston,M
5800,Alan,M
5801,Alberto,M
5802,Alexis,M
5810,Auguste,M
5813,Bascom,M
5816,Cameron,M
5820,Clabe,M
5822,Cooper,M
5828,Domingo,M
5832,Elwin,M
5833,Emilio,M
5837,French,M
5840,Gerhard,M
5843,Hansford,M
5855,Jarvis,M
5856,Jobe,M
5858,Josephus,M
5860,Landon,M
5865,Lesley,M
5867,Linn,M
5868,Littleton,M
5869,Lone,M
5872,Margarito,M
5875,Melton,M
5881,Ott,M
5885,Randle,M
5892,Seaborn,M
5893,Severt,M
5894,Steward,M
5900,Vester,M
5901,Wenzel,M
5907,Alby,M
5908,Alcee,M
5910,Almond,M
5911,Alvy,M
5912,Amon,M
5913,Ansel,M
5915,Bayard,M
5916,Benny,M
5918,Bluford,M
5919,Booker,M
5922,Burnett,M
5923,Burney,M
5925,Caswell,M
5928,Conley,M
5929,Cortez,M
5932,Dionicio,M
5938,Eldred,M
5939,Ell,M
5940,Ellery,M
5941,Ellwood,M
5943,Emmit,M
5947,Erle,M
5948,Essex,M
5949,Ewell,M
5950,Ewin,M
5951,Fabian,M
5953,Florencio,M
5954,Fremont,M
5955,Gaines,M
5956,Garnet,M
5957,Gaylord,M
5958,German,M
5959,Greene,M
5964,Harlow,M
5968,Hilton,M
5978,Jhon,M
5981,Kay,M
5982,Kelley,M
5983,Lamar,M
5985,Lazarus,M
5986,Leigh,M
5987,Lenzy,M
5988,Leonce,M
5989,Leverett,M
5993,Lorenz,M
5994,Lott,M
5996,Loyal,M
5997,Luster,M
5999,Mance,M
6002,Matthews,M
6007,Mikel,M
6008,Moody,M
6009,Murry,M
6011,Nicolas,M
6012,Norton,M
6013,Oather,M
6019,Orva,M
6022,Patricio,M
6026,Rance,M
6027,Raphael,M
6029,Rudolf,M
6030,Rudy,M
6031,Ruel,M
6033,Sameul,M
6034,Samul,M
6036,Seldon,M
6039,Stafford,M
6042,Theophilus,M
6043,Thompson,M
6045,Toby,M
6046,True,M
6049,Val,M
6052,Vince,M
6055,Willaim,M
6059,Woody,M
6060,Worley,M
6061,Zed,M
6632,Laurel,F
6694,Lelar,F
6700,Matilde,F
6749,Simona,F
6751,Thora,F
6758,Angelita,F
6762,Berenice,F
6767,Cleora,F
6769,Dagmar,F
6771,Dina,F
6778,Ema,F
6780,Florine,F
6793,Loraine,F
6796,Maida,F
6799,Missie,F
6818,Arline,F
6821,Beatrix,F
6825,Delta,F
6826,Dorathea,F
6830,Elenor,F
6840,Gertha,F
6851,Lesta,F
6869,Rebekah,F
6870,Rossie,F
6881,Almina,F
6883,Amalie,F
6885,Ammie,F
6886,Arlena,F
6888,Avie,F
6897,Carlie,F
6899,Cena,F
6906,Deliah,F
6908,Dot,F
6909,Earlie,F
6910,Elfie,F
6912,Ermine,F
6916,Francisquita,F
6917,Georgeanna,F
6918,Glendora,F
6933,Leontine,F
6934,Leva,F
6936,Litha,F
6937,Luberta,F
6946,Marianna,F
6958,Parlee,F
6961,Pearla,F
6974,Sister,F
6978,Thresa,F
6982,Alene,F
6985,Alverda,F
6987,Antonette,F
6989,Argie,F
6991,Arkie,F
6992,Arletta,F
6997,Bea,F
7000,Bettye,F
7003,Bobbie,F
7006,Cappie,F
7007,Caro,F
7011,Cloe,F
7012,Corene,F
7014,Deetta,F
7019,Elberta,F
7020,Elna,F
7023,Ether,F
7026,Felicie,F
7029,Frederica,F
7035,Hellen,F
7036,Icey,F
7037,Ines,F
7042,Junia,F
7043,Laney,F
7045,Lassie,F
7049,Lockie,F
7051,Lossie,F
7053,Lovey,F
7059,Marianita,F
7060,Mattye,F
7062,Melina,F
7065,Merta,F
7066,Mida,F
7072,Necie,F
7075,Nezzie,F
7076,Norine,F
7077,Octavie,F
7082,Otie,F
7083,Parilee,F
7084,Pernie,F
7086,Pinky,F
7087,Pricilla,F
7088,Refugia,F
7091,Reva,F
7092,Roma,F
7096,Sedonia,F
7097,Senie,F
7098,Spicy,F
7104,Vergie,F
7112,Zelia,F
7803,Brady,M
7810,Festus,M
7821,Odell,M
7829,Rosco,M
7851,Chauncy,M
7855,Delmer,M
7880,Jimmy,M
7882,Lars,M
7890,Milas,M
7903,Rogers,M
7912,Wess,M
7927,Bryan,M
7937,Douglass,M
7957,Irvine,M
7958,Isidor,M
7960,Jeptha,M
7977,Olof,M
7982,Robt,M
7983,Ronald,M
7986,Simpson,M
7989,Tandy,M
7991,Thurlow,M
7994,Toy,M
8006,Zeno,M
8010,Alphonsus,M
8011,Alvan,M
8012,Amado,M
8013,Ananias,M
8014,Ancel,M
8016,Atlas,M
8017,Banks,M
8018,Barry,M
8024,Blake,M
8025,Blanchard,M
8027,Bose,M
8030,Captain,M
8032,Ceasar,M
8034,Chance,M
8035,Chancey,M
8037,Charle,M
8038,Clide,M
8046,Dink,M
8055,Emett,M
8058,Erick,M
8060,Estill,M
8063,Fenton,M
8064,Gale,M
8066,Gay,M
8071,Grove,M
8072,Hanson,M
8074,Harlie,M
8076,Haskell,M
8082,Ingram,M
8084,Jep,M
8087,Joy,M
8096,Linton,M
8097,Linzy,M
8098,Little,M
8099,Loney,M
8101,Loring,M
8104,Lute,M
8114,Meredith,M
8120,Norwood,M
8121,Oley,M
8123,Orel,M
8124,Orra,M
8126,Perl,M
8129,Powell,M
8137,Sebron,M
8138,Shed,M
8139,Sie,M
8140,Tilford,M
8145,Winthrop,M
8790,Crystal,F
8819,Rubie,F
8859,Milly,F
8866,Pluma,F
8868,Ruie,F
8890,Cleva,F
8902,Gennie,F
8918,Maxie,F
8933,Vennie,F
8937,Zettie,F
8946,Clevie,F
8951,Delma,F
8959,Ferne,F
8973,Maebelle,F
8976,Maxine,F
8984,Pearly,F
8989,Savanah,F
8992,Valerie,F
8994,Violetta,F
8996,Adelina,F
8998,Alzina,F
9002,Annice,F
9004,Arta,F
9007,Beda,F
9015,Clarabelle,F
9017,Delfina,F
9022,Fleda,F
9030,Goldia,F
9036,Laila,F
9037,Leala,F
9039,Lilah,F
9044,Lyla,F
9049,Naoma,F
9050,Nealy,F
9052,Olivine,F
9061,Rutha,F
9062,Sussie,F
9066,Theodocia,F
9069,Trinidad,F
9070,Vassie,F
9074,Zina,F
9080,Arley,F
9082,Aurore,F
9085,Beth,F
9091,Channie,F
9092,Cyntha,F
9106,Freida,F
9108,Georganna,F
9114,Izetta,F
9119,Kathern,F
9120,Lady,F
9121,Lala,F
9126,Lilia,F
9132,Lurana,F
9137,Mozelle,F
9144,Oney,F
9146,Patricia,F
9148,Persis,F
9151,Retha,F
9156,Silvia,F
9159,Tacy,F
9160,Teckla,F
9161,Telitha,F
9163,Vicie,F
9173,Allice,F
9174,Almeta,F
9180,Arvie,F
9184,Azelie,F
9188,Betsey,F
9191,Bitha,F
9193,Byrde,F
9195,Camelia,F
9202,Daisye,F
9203,Damie,F
9204,Darcus,F
9205,Darthula,F
9207,Delsie,F
9211,Eathel,F
9216,Elia,F
9218,Else,F
9221,Ethie,F
9222,Ethlyn,F
9224,Fleeta,F
9228,Henryetta,F
9229,Herma,F
9230,Hila,F
9231,Jamie,F
9232,Janey,F
9238,Klara,F
9250,Mag,F
9251,Magdelena,F
9254,Margarete,F
9255,Margaretha,F
9256,Martie,F
9261,Minie,F
9262,Monnie,F
9263,Mossie,F
9264,Myrle,F
9266,Narcissa,F
9268,Nelda,F
9272,Olinda,F
9273,Oline,F
9274,Oliva,F
9275,Omah,F
9277,Ovie,F
9279,Parthena,F
9282,Petronella,F
9284,Philena,F
9286,Renna,F
9288,Rina,F
9290,Rissie,F
9291,Robina,F
9300,Sarepta,F
9304,Signe,F
9306,Temple,F
9310,Tishia,F
9314,Vinie,F
9315,Weltha,F
9316,Willena,F
9984,Benjamen,M
9997,Jens,M
10006,Oakley,M
10017,Whitney,M
10031,Donaciano,M
10039,Hayward,M
10065,Son,M
10071,Tollie,M
10074,Vollie,M
10081,Adelard,M
10109,Ebenezer,M
10118,Ewald,M
10127,Herb,M
10153,Silvester,M
10155,Sullivan,M
10158,Thurston,M
10160,Wayman,M
10185,Burrel,M
10192,Cleon,M
10199,Dozier,M
10203,Elden,M
10213,Fulton,M
10219,Helmer,M
10220,Hill,M
10222,Hjalmer,M
10226,Ignatz,M
10245,Marlin,M
10251,Namon,M
10255,Odin,M
10256,Odis,M
10261,Osborn,M
10267,Prentice,M
10268,Purl,M
10270,Roby,M
10273,Shep,M
10274,Simmie,M
10276,Stanislaus,M
10282,Vander,M
10287,Zollie,M
10288,Abb,M
10291,Ah,M
10292,Aleck,M
10299,Beecher,M
10303,Blain,M
10306,Bowman,M
10307,Bunk,M
10308,Burgess,M
10314,Charly,M
10316,Clell,M
10317,Cody,M
10325,Durward,M
10327,Eddy,M
10329,Elgie,M
10336,Euclid,M
10337,Eugenio,M
10340,Farley,M
10343,Fielding,M
10348,Gentry,M
10350,Geroge,M
10352,Gid,M
10353,Gilford,M
10354,Gill,M
10357,Gunder,M
10363,Isac,M
10365,Iver,M
10366,Jabe,M
10368,Jas,M
10373,Lauren,M
10380,Lot,M
10383,Luby,M
10385,Lytle,M
10386,Man,M
10388,Mansfield,M
10391,Maryland,M
10392,Milburn,M
10395,Needham,M
10400,Overton,M
10401,Peyton,M
10403,Pliny,M
10404,Proctor,M
10406,Quince,M
10410,Reubin,M
10411,Rob,M
10424,Teodoro,M
10425,Theodor,M
10430,Tucker,M
10432,Vere,M
10435,Wayland,M
10438,Williard,M
10439,Willy,M
11055,Clotilde,F
11124,Myrna,F
11167,Medora,F
11201,Eulalie,F
11210,Hildur,F
11211,Imo,F
11228,Ragna,F
11251,Emmy,F
11261,Hildegarde,F
11275,Octa,F
11288,Ama,F
11292,Aurilla,F
11295,Beula,F
11308,Euna,F
11321,Laverne,F
11323,Lera,F
11329,Macy,F
11334,Margrett,F
11340,Montie,F
11363,Agness,F
11365,Alvira,F
11384,Clella,F
11385,Cornie,F
11394,Dorotha,F
11395,Dorthy,F
11396,Dosia,F
11398,Dulcie,F
11400,Emaline,F
11401,Enid,F
11402,Enola,F
11404,Essa,F
11409,Evelena,F
11412,Genoveva,F
11414,Greta,F
11418,Ica,F
11420,Ilma,F
11431,Lalla,F
11432,Lana,F
11435,Leonor,F
11439,Lolla,F
11440,Lorna,F
11443,Luta,F
11445,Malisa,F
11446,Mata,F
11448,Mella,F
11456,Nicy,F
11470,Ruey,F
11472,Scottie,F
11481,Venia,F
11484,Villa,F
11485,Virgia,F
11490,Alcie,F
11494,Anice,F
11495,Apolonia,F
11496,Appolonia,F
11501,Axie,F
11504,Belvia,F
11512,China,F
11513,Chlora,F
11516,Cleta,F
11517,Cliffie,F
11519,Coila,F
11521,Dannie,F
11530,Eltha,F
11533,Ermina,F
11535,Evalina,F
11538,Felicita,F
11539,Filomena,F
11541,Floss,F
11543,Francies,F
11549,Gertude,F
11562,Judie,F
11565,Laurena,F
11570,Lelie,F
11575,Lindy,F
11579,Lumina,F
11580,Lupe,F
11581,Luvena,F
11584,Madaline,F
11585,Maidie,F
11586,Maie,F
11587,Mandie,F
11590,Margretta,F
11592,Mimie,F
11595,Minnette,F
11597,Murl,F
11600,Neoma,F
11605,Pairlee,F
11613,Rittie,F
11614,Rosabel,F
11615,Rosabelle,F
11617,Rosana,F
11626,Tera,F
11628,Thalia,F
11630,Timmie,F
11633,Vernia,F
11637,Vivien,F
12329,Terence,M
12359,Earley,M
12362,Elzy,M
12416,Clemens,M
12427,Epifanio,M
12436,Glover,M
12445,Lark,M
12446,Laurance,M
12485,Braxton,M
12490,Cleave,M
12493,Colon,M
12494,Constantine,M
12499,Dominic,M
12506,Emiliano,M
12508,Fleet,M
12510,Franklyn,M
12515,Hobart,M
12525,Lillard,M
12527,Lim,M
12537,Merlin,M
12538,Milan,M
12543,Nim,M
12544,Norbert,M
12545,North,M
12547,Orland,M
12550,Orvis,M
12557,Reason,M
12569,Virge,M
12573,Zenas,M
12579,Alejandro,M
12592,Boyce,M
12594,Brent,M
12595,Burdette,M
12599,Cash,M
12601,Chase,M
12605,Clive,M
12610,Cris,M
12611,Dawson,M
12616,Drury,M
12617,Duane,M
12620,Elon,M
12623,Estevan,M
12627,Fitzhugh,M
12628,Fount,M
12637,Gray,M
12640,Guilford,M
12641,Guillermo,M
12643,Hannibal,M
12646,Hendrix,M
12647,Henri,M
12649,Hilario,M
12654,Ignatius,M
12655,Isidro,M
12657,Jeffrey,M
12659,Kent,M
12662,Lenord,M
12663,Leonardo,M
